iteration,vehicle_id,path_space_seq,path_time_seq,path_state_seq
17,3,40_5_4_5_40_40_,0_1_3_5_6_100_,100_100_80_60_60_60_
18,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
18,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
18,3,40_5_4_3_12_3_4_5_40_40_,0_1_3_7_11_15_19_21_22_100_,100_100_80_60_40_40_20_0_0_0_
19,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
19,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
19,3,40_5_4_5_40_40_,0_1_3_5_6_100_,100_100_80_60_60_60_
20,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
20,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
20,3,40_5_4_5_40_40_,0_1_3_5_6_100_,100_100_80_60_60_60_
21,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
21,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
21,3,40_5_4_5_9_5_40_40_,0_1_3_5_10_15_16_100_,100_100_80_60_40_40_40_40_
22,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
22,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
22,3,40_5_4_5_9_5_40_40_,0_1_3_5_10_15_16_100_,100_100_80_60_40_40_40_40_
23,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
23,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
23,3,40_5_4_3_12_3_4_5_40_40_,0_1_3_7_11_15_19_21_22_100_,100_100_80_60_40_40_20_0_0_0_
24,1,40_5_35_4_32_3_1_2_6_5_9_5_40_40_,0_1_1_3_3_7_11_17_22_26_31_36_37_100_,100_100_100_100_100_100_80_60_40_20_0_0_0_0_
24,2,40_5_6_2_1_3_12_3_30_4_33_5_40_40_,0_1_5_10_16_20_24_28_28_32_32_34_35_100_,100_100_80_60_40_20_0_0_0_0_0_0_0_0_
24,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
25,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
25,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
25,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
26,1,40_5_35_4_3_12_3_1_2_6_39_5_40_40_,0_1_1_3_7_11_15_19_25_30_30_34_35_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
26,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
26,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
27,1,40_5_35_4_3_12_3_1_2_28_6_5_40_40_,0_1_1_3_7_11_15_19_25_25_30_34_35_100_,100_100_100_100_80_60_60_40_20_20_20_0_0_0_
27,2,40_5_6_2_1_3_4_33_5_40_40_,0_1_5_10_16_20_24_24_26_27_100_,100_100_80_60_40_20_0_0_0_0_0_
27,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
28,1,40_5_35_4_3_1_2_6_5_40_40_,0_1_1_3_7_11_17_22_26_27_100_,100_100_100_100_80_60_40_20_0_0_0_
28,2,40_5_36_6_2_1_3_12_3_4_33_5_40_40_,0_1_1_5_10_16_20_24_28_32_32_34_35_100_,100_100_100_100_80_60_40_20_20_0_0_0_0_0_
28,3,40_5_4_11_4_5_6_5_40_40_,0_1_3_9_15_17_21_25_26_100_,100_100_80_60_60_40_20_0_0_0_
29,1,40_5_35_4_3_1_2_6_39_5_9_5_40_40_,0_1_1_3_7_11_17_22_22_26_31_36_37_100_,100_100_100_100_80_60_40_20_20_20_0_0_0_0_
29,2,40_5_36_6_2_1_3_12_3_4_33_5_40_40_,0_1_1_5_10_16_20_24_28_32_32_34_35_100_,100_100_100_100_80_60_40_20_20_0_0_0_0_0_
29,3,40_5_4_11_4_5_6_5_40_40_,0_1_3_9_15_17_21_25_26_100_,100_100_80_60_60_40_20_0_0_0_
30,1,40_5_35_4_3_12_3_4_5_9_5_40_40_,0_1_1_3_7_11_15_19_21_26_31_32_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_
30,2,40_5_35_4_3_12_3_1_2_6_39_5_40_40_,0_1_1_3_7_11_15_19_25_30_30_34_35_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
30,3,40_5_6_2_6_5_9_5_40_40_,0_1_5_10_15_19_24_29_30_100_,100_100_80_60_40_20_0_0_0_0_
31,1,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
31,2,40_5_4_3_12_3_4_5_40_40_,0_1_3_7_11_15_19_21_22_100_,100_100_80_60_40_40_20_0_0_0_
31,3,40_5_6_2_6_5_9_5_40_40_,0_1_5_10_15_19_24_29_30_100_,100_100_80_60_40_20_0_0_0_0_
32,1,40_5_35_4_32_3_1_2_1_3_12_3_30_4_33_5_40_40_,0_1_1_3_3_7_11_17_23_27_31_35_35_39_39_41_42_100_,100_100_100_100_100_100_80_60_40_20_0_0_0_0_0_0_0_0_
32,2,40_5_4_3_12_3_4_11_4_33_5_40_40_,0_1_3_7_11_15_19_25_31_31_33_34_100_,100_100_80_60_40_40_20_0_0_0_0_0_0_
32,3,40_5_6_2_6_5_9_5_40_40_,0_1_5_10_15_19_24_29_30_100_,100_100_80_60_40_20_0_0_0_0_
33,1,40_5_35_4_32_3_1_2_1_3_30_4_5_40_40_,0_1_1_3_3_7_11_17_23_27_27_31_33_34_100_,100_100_100_100_100_100_80_60_40_20_20_20_0_0_0_
33,2,40_5_4_3_12_3_4_11_4_33_5_40_40_,0_1_3_7_11_15_19_25_31_31_33_34_100_,100_100_80_60_40_40_20_0_0_0_0_0_0_
33,3,40_5_6_2_6_5_9_5_40_40_,0_1_5_10_15_19_24_29_30_100_,100_100_80_60_40_20_0_0_0_0_
34,1,40_5_6_2_1_2_6_39_5_40_40_,0_1_5_10_16_22_27_27_31_32_100_,100_100_80_60_40_20_0_0_0_0_0_
34,2,40_5_35_4_3_12_3_1_3_4_33_5_40_40_,0_1_1_3_7_11_15_19_23_27_27_29_30_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
34,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
35,1,40_5_6_2_1_2_6_39_5_40_40_,0_1_5_10_16_22_27_27_31_32_100_,100_100_80_60_40_20_0_0_0_0_0_
35,2,40_5_35_4_3_12_3_1_3_4_33_5_40_40_,0_1_1_3_7_11_15_19_23_27_27_29_30_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
35,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
36,1,40_5_36_6_2_1_2_6_5_40_40_,0_1_1_5_10_16_22_27_31_32_100_,100_100_100_100_80_60_40_20_0_0_0_
36,2,40_5_35_4_3_12_3_1_3_4_33_5_40_40_,0_1_1_3_7_11_15_19_23_27_27_29_30_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
36,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
37,1,40_5_6_2_1_2_6_39_5_40_40_,0_1_5_10_16_22_27_27_31_32_100_,100_100_80_60_40_20_0_0_0_0_0_
37,2,40_5_35_4_3_12_3_1_3_4_33_5_40_40_,0_1_1_3_7_11_15_19_23_27_27_29_30_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
37,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
38,1,40_5_6_38_2_1_2_6_5_40_40_,0_1_5_5_10_16_22_27_31_32_100_,100_100_80_80_80_60_40_20_0_0_0_
38,2,40_5_35_4_3_12_3_1_3_4_33_5_40_40_,0_1_1_3_7_11_15_19_23_27_27_29_30_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
38,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
39,1,40_5_36_6_2_1_2_6_5_40_40_,0_1_1_5_10_16_22_27_31_32_100_,100_100_100_100_80_60_40_20_0_0_0_
39,2,40_5_35_4_3_12_3_1_3_4_33_5_40_40_,0_1_1_3_7_11_15_19_23_27_27_29_30_100_,100_100_100_100_80_60_60_40_20_0_0_0_0_0_
39,3,40_5_4_5_6_5_9_5_40_40_,0_1_3_5_9_13_18_23_24_100_,100_100_80_60_40_20_0_0_0_0_
40,1,40_5_6_2_1_2_6_39_5_40_40_,0_1_5_10_16_22_27_27_31_32_100_,100_100_80_60_40_20_0_0_0_0_0_
40,2,40_5_35_4_3_1_3_4_11_4_33_5_40_40_,0_1_1_3_7_11_15_19_25_31_31_33_34_100_,100_100_100_100_80_60_40_20_0_0_0_0_0_0_
40,3,40_5_4_11_4_5_9_5_40_40_,0_1_3_9_15_17_22_27_28_100_,100_100_80_60_60_40_20_20_20_20_
