iteration,vehicle_id,path_space_seq,path_time_seq,path_state_seq
14,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
14,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
14,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
14,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
14,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
15,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
15,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
15,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
15,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
15,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
16,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
16,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
16,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
16,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
16,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
17,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
17,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
17,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
17,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
17,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
18,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
18,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
18,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
18,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
18,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
19,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
19,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
19,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
19,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
19,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
20,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
20,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
20,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
20,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
20,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
21,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
21,2,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
21,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
21,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
21,5,20_5_6_4_3_15_1_3_15_1_9_5_20_20_,0_1_2_3_5_5_7_9_9_11_11_12_13_30_,50_50_40_30_20_20_20_0_0_0_0_0_0_0_
22,1,20_5_17_6_3_4_2_4_13_2_12_5_20_20_,0_1_1_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_30_20_10_10_10_10_10_10_10_
22,2,20_5_17_6_3_4_2_1_9_5_20_20_,0_1_1_2_3_5_7_9_9_10_11_30_,50_50_50_50_40_30_20_0_0_0_0_0_
22,3,20_5_17_6_3_15_1_2_4_13_2_12_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_10_0_0_0_0_0_0_0_
22,4,20_5_17_6_3_15_1_2_4_13_2_12_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_10_0_0_0_0_0_0_0_
22,5,20_5_17_6_19_4_2_1_3_15_1_9_5_20_20_,0_1_1_2_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_50_50_40_20_0_0_0_0_0_0_0_
23,1,20_5_6_18_3_1_5_20_20_,0_1_2_2_3_5_6_7_30_,50_50_40_40_40_30_0_0_0_
23,2,20_5_17_6_4_3_4_2_5_20_20_,0_1_1_2_3_5_7_9_10_11_30_,50_50_50_50_40_30_20_10_0_0_0_
23,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
23,4,20_5_17_6_3_15_1_2_4_13_2_12_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_10_0_0_0_0_0_0_0_
23,5,20_5_20_20_,0_1_2_30_,50_50_50_50_
24,1,20_5_6_19_4_13_2_1_3_15_1_9_5_20_20_,0_1_2_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_40_40_40_40_40_20_0_0_0_0_0_0_0_
24,2,20_5_17_6_18_3_1_3_4_2_12_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_12_13_30_,50_50_50_50_50_50_40_20_10_0_0_0_0_0_
24,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
24,4,20_5_17_6_3_15_1_2_4_13_2_12_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_10_0_0_0_0_0_0_0_
24,5,20_5_20_20_,0_1_2_30_,50_50_50_50_
25,1,20_5_6_4_3_4_13_2_5_20_20_,0_1_2_3_5_7_7_9_10_11_30_,50_50_40_30_20_10_10_10_0_0_0_
25,2,20_5_17_6_19_4_2_1_3_15_1_9_5_20_20_,0_1_1_2_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_50_50_40_20_0_0_0_0_0_0_0_
25,3,20_5_17_6_18_3_1_5_20_20_,0_1_1_2_2_3_5_6_7_30_,50_50_50_50_50_50_40_10_10_10_
25,4,20_5_17_6_3_15_1_2_4_13_2_12_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_10_0_0_0_0_0_0_0_
25,5,20_5_17_6_18_3_4_3_15_1_5_20_20_,0_1_1_2_2_3_5_7_7_9_10_11_30_,50_50_50_50_50_50_40_30_30_30_0_0_0_
26,1,20_5_6_4_2_5_20_20_,0_1_2_3_5_6_7_30_,50_50_40_30_20_10_10_10_
26,2,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
26,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
26,4,20_5_17_6_18_3_1_2_4_13_2_12_5_20_20_,0_1_1_2_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_50_50_40_10_0_0_0_0_0_0_0_
26,5,20_5_17_6_3_15_1_5_20_20_,0_1_1_2_3_3_5_6_7_30_,50_50_50_50_40_40_40_10_10_10_
27,1,20_5_6_19_4_3_4_2_5_20_20_,0_1_2_2_3_5_7_9_10_11_30_,50_50_40_40_40_30_20_10_0_0_0_
27,2,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
27,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
27,4,20_5_17_6_18_3_1_2_4_13_2_12_5_20_20_,0_1_1_2_2_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_50_50_40_10_0_0_0_0_0_0_0_
27,5,20_5_17_6_3_15_1_5_20_20_,0_1_1_2_3_3_5_6_7_30_,50_50_50_50_40_40_40_10_10_10_
28,1,20_5_6_19_4_3_4_2_5_20_20_,0_1_2_2_3_5_7_9_10_11_30_,50_50_40_40_40_30_20_10_0_0_0_
28,2,20_5_17_6_19_4_3_4_2_1_9_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_12_13_30_,50_50_50_50_50_50_40_30_20_0_0_0_0_0_
28,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
28,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
28,5,20_5_17_6_3_4_3_15_1_3_15_1_9_5_20_20_,0_1_1_2_3_5_7_7_9_11_11_13_13_14_15_30_,50_50_50_50_40_30_20_20_20_0_0_0_0_0_0_0_
29,1,20_5_6_18_3_1_5_20_20_,0_1_2_2_3_5_6_7_30_,50_50_40_40_40_30_0_0_0_
29,2,20_5_17_6_4_2_4_13_2_1_9_5_20_20_,0_1_1_2_3_5_7_7_9_11_11_12_13_30_,50_50_50_50_40_30_20_20_20_0_0_0_0_0_
29,3,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
29,4,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
29,5,20_5_17_6_3_4_3_15_1_3_15_1_9_5_20_20_,0_1_1_2_3_5_7_7_9_11_11_13_13_14_15_30_,50_50_50_50_40_30_20_20_20_0_0_0_0_0_0_0_
30,1,20_5_20_20_,0_1_2_30_,50_50_50_50_
30,2,20_5_6_18_3_15_1_2_4_13_2_12_5_20_20_,0_1_2_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_40_40_40_40_40_10_0_0_0_0_0_0_0_
30,3,20_5_20_20_,0_1_2_30_,50_50_50_50_
30,4,20_5_20_20_,0_1_2_30_,50_50_50_50_
30,5,20_5_17_6_19_4_3_4_2_4_13_2_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_13_14_15_30_,50_50_50_50_50_50_40_30_20_10_10_10_0_0_0_
31,1,20_5_17_6_3_1_5_20_20_,0_1_1_2_3_5_6_7_30_,50_50_50_50_40_30_0_0_0_
31,2,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
31,3,20_5_6_3_15_1_2_12_5_20_20_,0_1_2_3_3_5_7_7_8_9_30_,50_50_40_30_30_30_0_0_0_0_0_
31,4,20_5_17_6_18_3_15_1_3_15_1_5_20_20_,0_1_1_2_2_3_3_5_7_7_9_10_11_30_,50_50_50_50_50_50_50_50_30_30_30_0_0_0_
31,5,20_5_17_6_19_4_3_4_2_4_13_2_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_13_14_15_30_,50_50_50_50_50_50_40_30_20_10_10_10_0_0_0_
32,1,20_5_20_20_,0_1_2_30_,50_50_50_50_
32,2,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
32,3,20_5_6_18_3_1_2_12_5_20_20_,0_1_2_2_3_5_7_7_8_9_30_,50_50_40_40_40_30_0_0_0_0_0_
32,4,20_5_17_6_19_4_13_2_1_5_20_20_,0_1_1_2_2_3_3_5_7_8_9_30_,50_50_50_50_50_50_50_50_30_0_0_0_
32,5,20_5_17_6_19_4_3_4_2_4_13_2_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_13_14_15_30_,50_50_50_50_50_50_40_30_20_10_10_10_0_0_0_
33,1,20_5_20_20_,0_1_2_30_,50_50_50_50_
33,2,20_5_20_20_,0_1_2_30_,50_50_50_50_
33,3,20_5_17_6_3_1_2_12_5_20_20_,0_1_1_2_3_5_7_7_8_9_30_,50_50_50_50_40_30_0_0_0_0_0_
33,4,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
33,5,20_5_6_19_4_3_4_2_5_20_20_,0_1_2_2_3_5_7_9_10_11_30_,50_50_40_40_40_30_20_10_0_0_0_
34,1,20_5_17_6_19_4_13_2_4_3_15_1_5_20_20_,0_1_1_2_2_3_3_5_7_9_9_11_12_13_30_,50_50_50_50_50_50_50_50_40_30_30_30_0_0_0_
34,2,20_5_20_20_,0_1_2_30_,50_50_50_50_
34,3,20_5_17_6_3_1_2_12_5_20_20_,0_1_1_2_3_5_7_7_8_9_30_,50_50_50_50_40_30_0_0_0_0_0_
34,4,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
34,5,20_5_6_18_3_4_2_4_13_2_5_20_20_,0_1_2_2_3_5_7_9_9_11_12_13_30_,50_50_40_40_40_30_20_10_10_10_0_0_0_
35,1,20_5_17_6_19_4_3_15_1_5_20_20_,0_1_1_2_2_3_5_5_7_8_9_30_,50_50_50_50_50_50_40_40_40_10_10_10_
35,2,20_5_20_20_,0_1_2_30_,50_50_50_50_
35,3,20_5_17_6_3_1_2_12_5_20_20_,0_1_1_2_3_5_7_7_8_9_30_,50_50_50_50_40_30_0_0_0_0_0_
35,4,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
35,5,20_5_6_18_3_4_2_4_13_2_5_20_20_,0_1_2_2_3_5_7_9_9_11_12_13_30_,50_50_40_40_40_30_20_10_10_10_0_0_0_
36,1,20_5_17_6_3_1_5_20_20_,0_1_1_2_3_5_6_7_30_,50_50_50_50_40_30_0_0_0_
36,2,20_5_6_3_15_1_5_20_20_,0_1_2_3_3_5_6_7_30_,50_50_40_30_30_30_0_0_0_
36,3,20_5_17_6_4_3_15_1_5_20_20_,0_1_1_2_3_5_5_7_8_9_30_,50_50_50_50_40_30_30_30_0_0_0_
36,4,20_5_17_6_3_15_1_2_5_20_20_,0_1_1_2_3_3_5_7_8_9_30_,50_50_50_50_40_40_40_10_0_0_0_
36,5,20_5_20_20_,0_1_2_30_,50_50_50_50_
37,1,20_5_17_6_18_3_1_3_4_2_12_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_12_13_30_,50_50_50_50_50_50_40_20_10_0_0_0_0_0_
37,2,20_5_20_20_,0_1_2_30_,50_50_50_50_
37,3,20_5_17_6_4_3_4_13_2_1_9_5_20_20_,0_1_1_2_3_5_7_7_9_11_11_12_13_30_,50_50_50_50_40_30_20_20_20_0_0_0_0_0_
37,4,20_5_6_3_15_1_5_20_20_,0_1_2_3_3_5_6_7_30_,50_50_40_30_30_30_0_0_0_
37,5,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
38,1,20_5_17_6_18_3_15_1_2_4_2_12_5_20_20_,0_1_1_2_2_3_3_5_7_9_11_11_12_13_30_,50_50_50_50_50_50_50_50_20_10_0_0_0_0_0_
38,2,20_5_20_20_,0_1_2_30_,50_50_50_50_
38,3,20_5_17_6_4_13_2_4_3_15_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_13_13_15_15_16_17_30_,50_50_50_50_40_40_40_30_20_20_20_0_0_0_0_0_0_0_
38,4,20_5_6_3_15_1_5_20_20_,0_1_2_3_3_5_6_7_30_,50_50_40_30_30_30_0_0_0_
38,5,20_5_20_20_,0_1_2_30_,50_50_50_50_
39,1,20_5_17_6_18_3_1_2_5_20_20_,0_1_1_2_2_3_5_7_8_9_30_,50_50_50_50_50_50_40_10_0_0_0_
39,2,20_5_17_6_19_4_3_4_2_1_9_5_20_20_,0_1_1_2_2_3_5_7_9_11_11_12_13_30_,50_50_50_50_50_50_40_30_20_0_0_0_0_0_
39,3,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
39,4,20_5_6_3_15_1_5_20_20_,0_1_2_3_3_5_6_7_30_,50_50_40_30_30_30_0_0_0_
39,5,20_5_17_6_18_3_15_1_2_4_13_2_5_20_20_,0_1_1_2_2_3_3_5_7_9_9_11_12_13_30_,50_50_50_50_50_50_50_50_20_10_10_10_0_0_0_
40,1,20_5_20_20_,0_1_2_30_,50_50_50_50_
40,2,20_5_17_6_18_3_4_2_4_3_1_9_5_20_20_,0_1_1_2_2_3_5_7_9_11_13_13_14_15_30_,50_50_50_50_50_50_40_30_20_10_0_0_0_0_0_
40,3,20_5_17_6_4_13_2_1_3_15_1_9_5_20_20_,0_1_1_2_3_3_5_7_9_9_11_11_12_13_30_,50_50_50_50_40_40_40_20_0_0_0_0_0_0_0_
