iteration,vehicle_id,path_space_seq,path_time_seq,path_state_seq
7,6,975_5_975_975_,0_1_2_200_,100_100_100_100_
7,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
7,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
8,1,975_5_939_551_563_17_563_564_18_564_493_562_16_562_567_21_567_562_492_561_15_561_494_563_551_5_975_975_,0_1_1_2_5_6_7_9_10_11_14_15_16_17_19_20_21_23_24_27_28_29_30_33_36_37_38_200_,100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_0_0_
8,2,975_5_939_551_549_3_549_550_560_14_560_558_12_558_561_15_561_494_563_17_563_551_5_975_975_,0_1_1_2_7_8_9_11_15_16_17_20_21_22_25_26_27_28_31_32_33_36_37_38_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
8,3,975_5_939_551_550_4_550_560_14_560_558_12_558_561_15_561_494_563_17_563_551_5_975_975_,0_1_1_2_6_7_8_12_13_14_17_18_19_22_23_24_25_28_29_30_33_34_35_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
8,4,975_5_939_551_563_562_16_562_567_21_567_499_569_23_569_533_568_22_568_565_19_565_564_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_19_20_21_22_24_25_26_28_29_30_32_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
8,5,975_5_975_975_,0_1_2_200_,100_100_100_100_
8,6,975_5_975_975_,0_1_2_200_,100_100_100_100_
8,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
8,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
9,1,975_5_551_5_975_975_,0_1_2_3_4_200_,100_100_80_80_80_80_
9,2,975_5_939_551_549_3_549_550_553_7_553_552_6_552_548_2_548_550_4_550_551_5_975_975_,0_1_1_2_7_8_9_11_14_15_16_19_20_21_25_26_27_31_32_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
9,3,975_5_939_551_550_553_7_553_560_14_560_558_12_558_561_15_561_494_563_17_563_551_5_975_975_,0_1_1_2_6_9_10_11_14_15_16_19_20_21_24_25_26_27_30_31_32_35_36_37_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
9,4,975_5_939_551_563_562_16_562_567_21_567_499_569_23_569_533_568_22_568_565_19_565_564_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_19_20_21_22_24_25_26_28_29_30_32_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
9,5,975_5_975_975_,0_1_2_200_,100_100_100_100_
9,6,975_5_975_975_,0_1_2_200_,100_100_100_100_
9,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
9,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
10,1,975_5_939_551_550_4_550_553_7_553_496_556_10_556_557_11_557_558_12_558_560_495_551_5_975_975_,0_1_1_2_6_7_8_11_12_13_15_16_17_18_22_23_24_27_28_29_32_33_38_39_40_200_,100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_
10,2,975_5_939_551_550_4_550_553_7_553_552_6_552_548_547_1_547_549_3_549_551_5_975_975_,0_1_1_2_6_7_8_11_12_13_16_17_18_22_24_25_26_30_31_32_37_38_39_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_
10,3,975_5_939_551_563_562_16_562_567_21_567_566_20_566_559_13_559_562_563_17_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_19_20_21_24_25_26_30_34_35_36_39_40_41_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
10,4,975_5_551_563_564_18_564_565_568_22_568_565_19_565_564_563_17_563_551_5_975_975_,0_1_2_5_7_8_9_11_13_14_15_17_18_19_21_23_24_25_28_29_30_200_,100_100_80_80_80_80_60_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
10,5,975_5_975_975_,0_1_2_200_,100_100_100_100_
10,6,975_5_975_975_,0_1_2_200_,100_100_100_100_
10,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
10,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
11,1,975_5_551_550_548_2_548_547_1_547_549_3_549_550_4_550_551_5_975_975_,0_1_2_6_10_11_12_14_15_16_20_21_22_24_25_26_30_31_32_200_,100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
11,2,975_5_939_551_495_560_14_560_553_7_553_496_556_10_556_557_11_557_558_12_558_560_495_551_5_975_975_,0_1_1_2_7_8_9_10_13_14_15_17_18_19_20_24_25_26_29_30_31_34_35_40_41_42_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_
11,3,975_5_939_551_563_494_561_15_561_558_12_558_557_11_557_556_10_556_560_14_560_495_551_5_975_975_,0_1_1_2_5_8_9_10_11_14_15_16_19_20_21_25_26_27_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
11,4,975_5_939_551_563_564_18_564_565_568_22_568_533_569_23_569_499_567_21_567_562_16_562_563_551_5_975_975_,0_1_1_2_5_7_8_9_11_13_14_15_17_18_19_20_22_24_25_26_28_29_30_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_80_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_
11,5,975_5_939_551_563_562_16_562_567_21_567_566_20_566_559_13_559_562_563_17_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_19_20_21_24_25_26_30_34_35_36_39_40_41_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
11,6,975_5_975_975_,0_1_2_200_,100_100_100_100_
11,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
11,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
12,1,975_5_551_549_547_1_547_548_2_548_547_549_3_549_550_4_550_551_5_975_975_,0_1_2_7_11_12_13_15_16_17_19_23_24_25_27_28_29_33_34_35_200_,100_100_80_80_80_80_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_
12,2,975_5_975_975_,0_1_2_200_,100_100_100_100_
12,3,975_5_939_551_563_494_561_15_561_558_12_558_557_11_557_556_10_556_560_14_560_495_551_5_975_975_,0_1_1_2_5_8_9_10_11_14_15_16_19_20_21_25_26_27_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
12,4,975_5_939_551_563_564_18_564_565_19_565_568_574_28_574_568_22_568_565_564_563_17_563_551_5_975_975_,0_1_1_2_5_7_8_9_11_12_13_15_18_19_20_23_24_25_27_29_31_32_33_36_37_38_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_
12,5,975_5_939_551_563_562_16_562_567_21_567_499_500_570_24_570_500_566_20_566_559_13_559_562_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_21_22_23_24_25_27_28_29_32_33_34_38_42_45_46_47_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
12,6,975_5_975_975_,0_1_2_200_,100_100_100_100_
12,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
12,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
13,1,975_5_939_551_549_3_549_550_553_7_553_552_6_552_548_2_548_550_4_550_551_5_975_975_,0_1_1_2_7_8_9_11_14_15_16_19_20_21_25_26_27_31_32_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
13,2,975_5_551_5_975_975_,0_1_2_3_4_200_,100_100_80_80_80_80_
13,3,975_5_939_551_563_494_561_15_561_558_12_558_557_11_557_556_10_556_560_14_560_495_551_5_975_975_,0_1_1_2_5_8_9_10_11_14_15_16_19_20_21_25_26_27_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
13,4,975_5_939_551_563_564_18_564_565_19_565_568_574_28_574_568_22_568_565_564_563_17_563_551_5_975_975_,0_1_1_2_5_7_8_9_11_12_13_15_18_19_20_23_24_25_27_29_31_32_33_36_37_38_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_
13,5,975_5_939_551_563_562_559_13_559_566_20_566_500_570_24_570_572_26_572_569_23_569_565_564_563_551_5_975_975_,0_1_1_2_5_9_13_14_15_18_19_20_22_23_24_25_29_30_31_37_38_39_44_46_48_51_52_53_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_
13,6,975_5_939_551_563_562_16_562_567_21_567_499_569_23_569_573_27_573_531_574_28_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_19_20_21_26_27_28_29_32_33_34_37_39_41_43_46_47_48_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_0_0_0_0_
13,7,975_5_975_975_,0_1_2_200_,100_100_100_100_
13,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
14,1,975_5_939_551_549_3_549_550_553_7_553_552_6_552_548_547_1_547_548_2_548_550_551_5_975_975_,0_1_1_2_7_8_9_11_14_15_16_19_20_21_25_27_28_29_31_32_33_37_41_42_43_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_
14,2,975_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_975_975_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
14,3,975_5_939_551_563_494_561_15_561_558_12_558_557_11_557_556_10_556_560_14_560_495_551_5_975_975_,0_1_1_2_5_8_9_10_11_14_15_16_19_20_21_25_26_27_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
14,4,975_5_551_563_564_18_564_565_19_565_568_22_568_565_564_563_17_563_551_5_975_975_,0_1_2_5_7_8_9_11_12_13_15_16_17_19_21_23_24_25_28_29_30_200_,100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_
14,5,975_5_939_551_563_564_565_568_574_575_29_575_580_34_580_578_32_578_577_31_577_573_27_573_531_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_18_19_20_25_26_27_32_33_34_38_39_40_44_45_46_47_50_53_55_57_59_62_63_64_200_,100_100_100_100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_
14,6,975_5_939_551_563_562_16_562_567_21_567_499_500_570_24_570_500_566_20_566_559_13_559_562_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_21_22_23_24_25_27_28_29_32_33_34_38_42_45_46_47_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
14,7,975_5_939_551_550_553_552_435_554_8_554_625_555_9_555_556_10_556_496_553_7_553_550_4_550_551_5_975_975_,0_1_1_2_6_9_12_14_17_18_19_22_24_25_26_31_32_33_34_36_37_38_41_42_43_47_48_49_200_,100_100_100_100_100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_
14,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
15,1,975_5_939_551_563_564_565_568_574_28_574_531_573_27_573_572_26_572_571_25_571_570_569_23_569_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_15_16_19_20_21_22_26_27_28_33_34_35_40_44_45_46_51_53_55_58_59_60_200_,100_100_100_100_100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_0_0_0_
15,2,975_5_939_551_563_564_565_568_574_575_29_575_580_34_580_579_33_579_582_36_582_581_35_581_575_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_18_19_20_25_26_27_31_32_33_38_39_40_45_46_47_51_55_58_60_62_64_67_68_69_200_,100_100_100_100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_
15,3,975_5_939_551_495_560_14_560_556_10_556_557_11_557_558_12_558_561_15_561_494_563_551_5_975_975_,0_1_1_2_7_8_9_10_14_15_16_20_21_22_25_26_27_30_31_32_33_36_39_40_41_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_
15,4,975_5_939_551_563_564_18_564_565_19_565_568_574_28_574_568_22_568_565_564_563_17_563_551_5_975_975_,0_1_1_2_5_7_8_9_11_12_13_15_18_19_20_23_24_25_27_29_31_32_33_36_37_38_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_
15,5,975_5_975_975_,0_1_2_200_,100_100_100_100_
15,6,975_5_939_551_563_562_16_562_567_21_567_499_500_570_24_570_500_566_20_566_559_13_559_562_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_21_22_23_24_25_27_28_29_32_33_34_38_42_45_46_47_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
15,7,975_5_939_551_549_3_549_550_553_7_553_552_6_552_435_554_8_554_625_555_9_555_556_496_495_551_5_975_975_,0_1_1_2_7_8_9_11_14_15_16_19_20_21_23_26_27_28_31_33_34_35_40_41_45_50_51_52_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_40_20_20_20_20_0_0_0_0_0_0_0_0_
15,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
16,1,975_5_551_549_547_1_547_548_2_548_552_6_552_550_4_550_551_5_975_975_,0_1_2_7_11_12_13_15_16_17_21_22_23_28_29_30_34_35_36_200_,100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
16,2,975_5_939_551_563_564_565_568_574_575_29_575_580_34_580_582_36_582_581_35_581_575_530_577_31_577_573_531_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_18_19_20_25_26_27_32_33_34_39_40_41_45_49_50_51_52_56_57_60_63_65_67_69_72_73_74_200_,100_100_100_100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_0_0_0_0_0_0_0_
16,3,975_5_939_551_563_494_561_15_561_558_12_558_557_11_557_556_10_556_560_14_560_495_551_5_975_975_,0_1_1_2_5_8_9_10_11_14_15_16_19_20_21_25_26_27_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
16,4,975_5_939_551_563_564_18_564_565_19_565_569_23_569_533_568_22_568_565_564_563_17_563_551_5_975_975_,0_1_1_2_5_7_8_9_11_12_13_18_19_20_21_23_24_25_27_29_31_32_33_36_37_38_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_40_20_20_20_20_20_0_0_0_0_0_
16,5,975_5_939_551_563_564_565_569_572_576_30_576_578_32_578_579_33_579_582_36_582_581_35_581_575_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_14_20_24_25_26_31_32_33_38_39_40_45_46_47_52_53_54_58_62_65_67_69_71_74_75_76_200_,100_100_100_100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_
16,6,975_5_939_551_563_562_559_13_559_566_20_566_500_570_24_570_572_26_572_573_27_573_531_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_9_13_14_15_18_19_20_22_23_24_25_29_30_31_35_36_37_38_41_44_46_48_50_53_54_55_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_
16,7,975_5_939_551_549_3_549_550_553_7_553_552_6_552_435_554_8_554_625_555_9_555_556_496_495_551_5_975_975_,0_1_1_2_7_8_9_11_14_15_16_19_20_21_23_26_27_28_31_33_34_35_40_41_45_50_51_52_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_40_20_20_20_20_0_0_0_0_0_0_0_0_
16,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
17,1,975_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_975_975_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
17,2,975_5_939_551_563_564_565_568_574_28_574_531_573_27_573_577_31_577_530_523_545_580_34_580_575_29_575_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_15_16_19_20_21_22_26_27_28_29_32_32_34_35_36_41_42_43_47_50_52_54_56_59_60_61_200_,100_100_100_100_100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_
17,3,975_5_939_551_563_562_16_562_567_21_567_562_492_561_15_561_558_12_558_560_14_560_495_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_18_21_22_23_26_27_28_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
17,4,975_5_939_551_563_564_18_564_565_19_565_569_23_569_533_568_22_568_565_564_563_17_563_551_5_975_975_,0_1_1_2_5_7_8_9_11_12_13_18_19_20_21_23_24_25_27_29_31_32_33_36_37_38_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_40_20_20_20_20_20_0_0_0_0_0_
17,5,975_5_939_551_563_564_565_569_572_576_30_576_578_32_578_579_33_579_580_34_580_575_29_575_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_14_20_24_25_26_31_32_33_38_39_40_44_45_46_51_52_53_57_60_62_64_66_69_70_71_200_,100_100_100_100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_
17,6,975_5_939_551_563_562_559_13_559_566_20_566_500_570_24_570_572_26_572_571_25_571_570_500_566_567_562_563_551_5_975_975_,0_1_1_2_5_9_13_14_15_18_19_20_22_23_24_25_29_30_31_36_37_38_43_44_46_50_52_56_59_60_61_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_
17,7,975_5_939_551_550_553_552_435_554_8_554_625_555_9_555_622_540_583_37_583_540_622_554_435_552_6_552_553_7_553_550_551_5_975_975_,0_1_1_2_6_9_12_14_17_18_19_22_24_25_26_31_34_35_36_37_38_41_47_50_52_53_54_57_58_59_62_66_67_68_200_,100_100_100_100_100_100_100_100_100_100_80_80_80_80_60_60_60_60_60_40_40_40_40_40_40_40_20_20_20_0_0_0_0_0_0_
17,8,975_5_975_975_,0_1_2_200_,100_100_100_100_
18,1,975_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_975_975_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
18,2,975_5_939_551_563_564_565_568_574_28_574_28_962_574_531_573_27_573_577_31_577_576_30_576_572_26_572_569_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_15_16_17_17_18_21_22_23_24_28_29_30_35_36_37_41_42_43_49_54_56_58_61_62_63_200_,100_100_100_100_100_100_100_100_100_100_80_80_80_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_
18,3,975_5_939_551_563_494_561_15_561_558_12_558_557_11_557_556_10_556_560_14_560_495_551_5_975_975_,0_1_1_2_5_8_9_10_11_14_15_16_19_20_21_25_26_27_31_32_33_34_39_40_41_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
18,4,975_5_939_551_563_562_16_562_567_21_567_499_569_23_569_533_568_22_568_565_19_565_564_563_551_5_975_975_,0_1_1_2_5_9_10_11_13_14_15_17_19_20_21_22_24_25_26_28_29_30_32_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
18,5,975_5_939_551_563_564_565_568_574_575_581_35_581_582_36_582_579_33_579_578_32_578_577_31_577_573_531_574_568_565_564_563_551_5_975_975_,0_1_1_2_5_7_9_11_14_18_22_23_24_29_30_31_36_37_38_43_44_45_49_50_51_55_56_59_62_64_66_68_71_72_73_200_,100_100_100_100_100_100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_0_
18,6,975_5_939_551_563_562_559_13_559_566_20_566_500_570_24_570_572_26_572_571_25_571_570_500_566_567_562_563_551_5_975_975_,0_1_1_2_5_9_13_14_15_18_19_20_22_23_24_25_29_30_31_36_37_38_43_44_46_50_52_56_59_60_61_200_,100_100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_0_0_0_
18,7,975_5_939_551_550_553_552_435_554_8_554_625_555_9_555_622_540_583_37_583_540_438_437_556_10_556_496_553_7_553_550_551_5_975_975_,0_1_1_2_6_9_12_14_17_18_19_22_24_25_26_31_34_35_36_37_38_40_46_51_52_53_54_56_57_58_61_65_66_67_200_,100_100_100_100_100_100_100_100_100_100_80_80_80_80_60_60_60_60_60_40_40_40_40_40_40_20_20_20_20_0_0_0_0_0_0_
